PaikkaNimi;Varaustyyppi;Kohdetyyppi;PaakohdeNimi;VarauksenTila;TuoreimmanVarauksenPaatymisaikaUtc;Varaustapa;Varattavissa;HintaAlv0;HintaAlv%;Aktiivinen;KeskipisteP;KeskipisteI
Aurajoki Airisto;Aurajoki laituripaikat;Aurajoki Airisto;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;1122.0000;24.00;1;6703837.1820514333;23458955.033166487
Aurajoki Airisto - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Airisto - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;814.0000;24.00;1;NULL;NULL
Aurajoki Anna Duuni;Aurajoki laituripaikat;Aurajoki Anna Duuni;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;559.0000;24.00;1;6703780.7000203608;23459014.68847942
Aurajoki Anya;Aurajoki laituripaikat;Aurajoki Anya;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;989.0000;24.00;1;6702987.0560289863;23458076.704189617
Aurajoki Anya - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Anya - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;851.0000;24.00;1;NULL;NULL
Aurajoki Blue Nose;Aurajoki laituripaikat;Aurajoki Blue Nose;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;516.0000;24.00;1;6703591.8016777681;23458783.526351862
Aurajoki Bon Marin;Aurajoki laituripaikat;Aurajoki Bon Marin;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;969.0000;24.00;1;NULL;NULL
Aurajoki Dolphin;Aurajoki laituripaikat;Aurajoki Doplhin;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;602.0000;24.00;1;6703731.810125933;23458938.15819231
Aurajoki Famnen;Aurajoki laituripaikat;Aurajoki Famnen;Satama: Aurajoki;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;1326.0000;24.00;1;6703622.2563181957;23458711.131554171
Aurajoki Famnen - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Famnen - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;962.0000;24.00;1;NULL;NULL
Aurajoki Kökar;Aurajoki laituripaikat;Aurajoki Kökar;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;1938.0000;24.00;1;NULL;NULL
Aurajoki Kökar - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Kökar - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;1406.0000;24.00;1;NULL;NULL
Aurajoki Laura;Aurajoki laituripaikat;Aurajoki Laura;Satama: Aurajoki;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;612.0000;24.00;1;NULL;NULL
Aurajoki Lily;Aurajoki laituripaikat;Aurajoki Lily;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;1836.0000;24.00;1;6703741.7383503485;23458836.462269057
Aurajoki Lily - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Lily - talvi;Satama: Aurajoki - talvi;Paattynyt;2021-10-20 09:03:30.247;2 - Ei varattavissa;Ei - varauskausi ei voimassa;1332.0000;24.00;1;NULL;NULL
Aurajoki Mariangela P-48583;Aurajoki laituripaikat;Aurajoki Mariangela P-48583;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;817.0000;24.00;1;6703632.5098430794;23458824.823985953
Aurajoki Mariangela P-48583 - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Mariangela P-48583 - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;703.0000;24.00;1;NULL;NULL
Aurajoki Marina;Aurajoki laituripaikat;Aurajoki Marina;Satama: Aurajoki;Paattynyt;2022-03-22 20:11:59.000;0 - Julkisesti;Ei - varauskausi ei voimassa;561.0000;24.00;1;NULL;NULL
Aurajoki Ms Jaarli;Aurajoki laituripaikat;Aurajoki Ms Jaarli;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;969.0000;24.00;1;NULL;NULL
Aurajoki Ms Jaarli - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Ms Jaarli - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;703.0000;24.00;1;NULL;NULL
Aurajoki Nicke;Aurajoki laituripaikat;Aurajoki Nicke;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;602.0000;24.00;1;6703030.5646792762;23458105.441767164
Aurajoki Nicke - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Nicke - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;518.0000;24.00;1;NULL;NULL
Aurajoki Norrskär;Aurajoki laituripaikat;Aurajoki Norrskär;Satama: Aurajoki;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;918.0000;24.00;1;6703671.2259667255;23458763.165265065
Aurajoki Norrskär - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Norrskär - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;666.0000;24.00;1;NULL;NULL
Aurajoki Outoori;Aurajoki laituripaikat;Aurajoki Outoori;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;817.0000;24.00;1;6703203.7433351148;23458389.887078259
Aurajoki Outoori - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Outoori - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;703.0000;24.00;1;NULL;NULL
Aurajoki Polar Cruiser;Aurajoki laituripaikat;Aurajoki Polar Cruiser;Satama: Aurajoki;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;860.0000;24.00;1;6703611.9322215132;23458803.853920583
Aurajoki Polar Cruiser - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Polar Cruiser - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;740.0000;24.00;1;NULL;NULL
Aurajoki Rosita;Aurajoki laituripaikat;Aurajoki Rosita;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;1224.0000;24.00;1;NULL;NULL
Aurajoki Rosita - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Rosita - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;888.0000;24.00;1;NULL;NULL
Aurajoki Rudolfina;Aurajoki laituripaikat - talvikausi;Aurajoki Rudolfina - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;1050.0000;24.00;1;NULL;NULL
Aurajoki Rudolfina;Aurajoki laituripaikat;Aurajoki Rudolfina;Satama: Aurajoki;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;1530.0000;24.00;1;6703700.1555126058;23458791.633580361
Aurajoki Ruissalolautta;Aurajoki laituripaikat;Aurajoki Ruissalolautta;Satama: Aurajoki;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;765.0000;24.00;1;NULL;NULL
Aurajoki Ruissalolautta - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Ruissalolautta - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;555.0000;24.00;1;NULL;NULL
Aurajoki Solida;Aurajoki laituripaikat;Aurajoki Solida;Satama: Aurajoki;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;559.0000;24.00;1;6703748.0847711321;23458963.366142038
Aurajoki Tavi;Aurajoki laituripaikat;Aurajoki Tavi;Satama: Aurajoki;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;1247.0000;24.00;1;6703553.4587575942;23458743.30982963
Aurajoki Tavi - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Tavi - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;1073.0000;24.00;1;NULL;NULL
Aurajoki Tolvan;Aurajoki laituripaikat;Aurajoki Tolvan;Satama: Aurajoki;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;903.0000;24.00;1;6703221.4417323004;23458408.369832929
Aurajoki Tolvan - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Tolvan - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;777.0000;24.00;1;NULL;NULL
Aurajoki Ukkopekka;Aurajoki laituripaikat;Aurajoki Ukkopekka;Satama: Aurajoki;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;1734.0000;24.00;1;6703814.8269651383;23458924.838447731
Aurajoki Ukkopekka - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Ukkopekka - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;1258.0000;24.00;1;NULL;NULL
Aurajoki Zaida;Aurajoki laituripaikat;Aurajoki Zaida;Satama: Aurajoki;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - varauskausi ei voimassa;860.0000;24.00;1;NULL;NULL
Aurajoki Zaida - talvi;Aurajoki laituripaikat - talvikausi;Aurajoki Zaida - talvi;Satama: Aurajoki - talvi;Paattynyt;2022-05-31 20:00:00.000;1 - Vain kasittelija;Ei - varauskausi ei voimassa;740.0000;24.00;1;NULL;NULL
Bore001;Venepaikat;Takapaalupaikka 4.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703949.3308382649;23459158.277382523
Bore002;Venepaikat;Takapaalupaikka 4.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703951.4663227219;23459162.238433443
Bore003;Venepaikat;Takapaalupaikka 4.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703953.6018772777;23459166.199366558
Bore004;Venepaikat;Takapaalupaikka 4.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703955.7374499999;23459170.160350002
Bore005;Venepaikat;Takapaalupaikka 4.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703957.8730500005;23459174.121350002
Bore006;Venepaikat;Takapaalupaikka 4.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703960.0087444792;23459178.082780827
Bore007;Venepaikat;Takapaalupaikka 4.6x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;1 - Vain kasittelija;Ei - toinen varaus voimassa;201.6100;24.00;1;6703962.2633091565;23459182.264167253
Bore008;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703964.2802360645;23459186.005134478
Bore009;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703965.9412844796;23459189.085898537
Bore010;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703967.6023000004;23459192.166650001
Bore011;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703969.2632999998;23459195.247400001
Bore012;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703970.9243000001;23459198.32815
Bore013;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703972.5853000004;23459201.4089
Bore014;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703974.2463139361;23459204.489665519
Bore015;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703975.9072860638;23459207.570434481
Bore016;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703977.5683139367;23459210.651165519
Bore017;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703979.2293015849;23459213.731935944
Bore018;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703980.89035;23459216.8127
Bore019;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703982.5513500003;23459219.893449999
Bore020;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703984.2123499997;23459222.974199999
Bore021;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703985.8733499991;23459226.054949999
Bore022;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703987.5343500003;23459229.135699999
Bore023;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703989.1953639351;23459232.216465522
Bore024;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703990.8564461097;23459235.29719758
Bore025;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Bore;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6703992.5178484097;23459238.37836406
Kirjasto001;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Kirjasto;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6704593.3390509933;23460034.185115848
Kirjasto002;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Kirjasto;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6704596.4659490064;23460035.757584151
Kirjasto003;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Kirjasto;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6704599.5928509934;23460037.330015849
Kirjasto004;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Kirjasto;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6704602.7197490064;23460038.902484152
Kirjasto005;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Kirjasto;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6704605.8455999997;23460040.476999998
Kirjasto006;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Kirjasto;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6704608.9658510145;23460042.062615834
Kirjasto007;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Kirjasto;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6704612.0814989852;23460043.657284167
Kirjasto008;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Kirjasto;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6704615.1971964864;23460045.252027325
Kirjasto009;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Kirjasto;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6704618.3129045321;23460046.846538499
Kirjasto010;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Kirjasto;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6704621.428500358;23460048.441313993
Kirjasto011;Venepaikat;Takapaalupaikka 3.1x8 m;Satama: Kirjasto;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;201.6100;24.00;1;6704624.5493886052;23460050.025624063
LauttarantaA001;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701653.3970220527;23457502.786096647
LauttarantaA002;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701661.9874220518;23457501.619196646
LauttarantaA003;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701653.8110181214;23457505.833672054
LauttarantaA004;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701662.4205779471;23457504.665903352
LauttarantaA005;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701654.2003401741;23457508.844268702
LauttarantaA006;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701662.847340174;23457507.798868701
LauttarantaA007;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701654.6389220525;23457511.953496646
LauttarantaA008;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701663.264459827;23457510.835931301
LauttarantaA009;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701655.1145401746;23457515.136668701
LauttarantaA010;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701663.7199818781;23457513.940127946
LauttarantaA011;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701655.5408220533;23457518.221196648
LauttarantaA012;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701664.1499401741;23457517.012368701
LauttarantaA013;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701655.969559826;23457521.201331299
LauttarantaA014;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701664.5581499999;23457520.021949999
LauttarantaA015;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701656.4307220522;23457524.300096646
LauttarantaA016;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701664.9810779467;23457523.073703352
LauttarantaA017;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701656.8749401737;23457527.363868702
LauttarantaA018;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701665.4006960681;23457526.145975407
LauttarantaA019;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701657.3095779466;23457530.420703351
LauttarantaA020;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701665.8601499991;23457529.230999999
LauttarantaA021;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701657.7490039309;23457533.492924593
LauttarantaA022;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701666.2971220529;23457532.321096648
LauttarantaA023;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701658.1799779469;23457536.531203352
LauttarantaA024;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701666.7417779472;23457535.342203353
LauttarantaA025;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701658.6278779469;23457539.586503353
LauttarantaA026;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701667.1843779469;23457538.424703352
LauttarantaA027;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701659.0588401742;23457542.641768701
LauttarantaA028;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701667.6208681213;23457541.445772052
LauttarantaA029;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701659.4797044331;23457545.766780656
LauttarantaA030;Venepaikat;Aisapaikka 2.7x6x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701668.0537044331;23457544.560780656
LauttarantaA031;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701658.9344543014;23457548.976815205
LauttarantaA032;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701669.5065872446;23457547.573648464
LauttarantaA033;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701659.3359213695;23457552.045397677
LauttarantaA034;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701669.9142786311;23457550.611502323
LauttarantaA035;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701659.775454429;23457555.117730957
